Index,shares,text,misinformation,source,revision
1409,1,"Olha, há décadas as pessoas questionam comprar da China em função das condições de trabalho lá, q são análogas a escravidão, e q por isso deixam os preços mais baratos. 

Mas duvido q o mundo vai deixar de comprar da China por qualquer motivo. O preço deles é mto mais barato.

Tu mesma, Leila: vai querer pagar mais caro pelos produtos q tu compra? Vai querer q as empresas vendam menos, já q os produtos vão ficar mais caros?",0,,
1410,1,"Pessoal, olhem q interessante esse vídeo que eu acabei de assistir!

Um assunto complexo, explicado de maneira beeeem leve. Esse cara entende mto de Coronavírus, e disso tbm.

Bom vídeo a todos!

https://www.youtube.com/watch?v=YINTTVjBrY4",0,,1
1411,1,https://www1.folha.uol.com.br/amp/colunas/nelsondesa/2020/04/china-anuncia-que-vai-comprar-soja-dos-eua-por-seguranca.shtml ISSO É VERDADE???,0,,
1412,1,Antes do carnaval o Corona vírus era brincadeira hoje a culpa e do governo federal 😏,0,,1
1413,1,https://jovempan.com.br/noticias/brasil/bloqueio-fundo-partidario-eleitoral-disposicao-coronavirus.html,0,,
1414,1,"Itália autoriza uso de Ozonioterapia para COVID-19:

""Os dados realmente disponíveis em comparação com a indicação proposta - continua a carta - consistem essencialmente em demonstrar a eficácia do ozônio na morte do vírus da SARS nas células de macacos e na experiência clínica do benefício encontrado em pacientes com broncopneumonia"" .

A SIOOT comunicou que, até o momento, pelo menos dez centros hospitalares já estão usando oxigênio-ozônio no tratamento de pacientes positivos para Covid-19. Os hospitais estão localizados no Piemonte, Lombardia, Emília-Romanha, Vêneto e Lácio.
https://www.orbisphera.org/Pages/PrimoPiano/1917/L%E2%80%99Italia_avanti_nella_ricerca_l%E2%80%99ISS_autorizza_l%E2%80%99uso_dell%E2%80%99Ossigeno-Ozono?fbclid=IwAR2Ct1Zb-2aO2CvCC8GWpkfueWO10nI-zCsL7vj69w1BOCa97vomKM6aYR4",0,,1
1415,1,"*ENTREM NO SITE DO SUPERIOR TRIBUNAL MILITAR E FAÇAM SUAS DENÚNCIAS CONTRA ATOS PERPETRADOS POR SEUS GOVERNADORES CONTRA O PRESIDENTE DA REPÚBLICA E CONTRA AS MEDIDAS OFICIAIS DE CONTENÇÃO DO GOVERNO BOLSONARO AO COVID-19, antes que o país fique ingovernável!*

*SITE do STM:* https://www.stm.jus.br/ouvidoria

ENTRAR NO SUBTÍTULO - Ouvidoria

*MODELO de DENÚNCIA de CRIME CONTRA A SEGURANÇA NACIONAL EFETUADA NA OUVIDORIA VIRTUAL DO SUPERIOR TRIBUNAL MILITAR:*

*Venho com o devido respeito, ofertar ao STM DENÚNCIA para que sejam tomadas as providências cabíveis contra os governadores estaduais João Agripino da Costa Doria Junior, governador de São Paulo e Wilson José Witzel, governador do Rio de Janeiro.*

*Os denunciados João Agripino da Costa Doria Junior e Wilson José Witzel, vem promovendo ações e proferindo discursos em veículos de informação de âmbito nacional que ferem a Constituição Federal do Brasil e a Lei dos crimes de Segurança Nacional n. 7.170/83.*

*Em 24/03/20 organizaram uma reunião com a presença dos governadores Helder Barbalho, Ronaldo Caiado, Eduardo Leite e Romeu Zema, com o Embaixador da China no Brasil, Sr.Yang Wanming, cujo objetivo tampouco a reunião foi relatada nas agendas oficiais dos mesmos.*

*Em 25/03/20 realizaram teleconferência com 27 governadores estaduais conclamando notadamente MOTIM e desobediência as orientações de prevenção e contenção da crise oriunda da pandemia COVID-19, tendo sido desferido palavras ofensivas e difamatórias por João Dória ao Presidente da República em mídia de âmbito nacional.*

*Os atos de desobediência incitados pelos ora denunciados estão gerando reflexos da maior gravidade provindos de governadores de todo o país, tal como a legalização de SAQUES por parte de prefeitos via decretos estaduais e PROIBIÇÃO de carreatas para manifestação do povo brasileiro a favor do seu direito de trabalhar.*

*Criminosamente estão todos sobrepondo-se à palavra do chefe maior do nosso país que é o Presidente da República e tornando todos os brasileiros reféns de uma DITADURA silenciosa em nome de uma “falsa defesa da saúde do povo”*.

DESTA FORMA, *requeiro ao STM a devida investigação dos fatos ora elencados, bem como uma rápida e eficiente ação para que este verdadeiro ataque ao estado democrático de direito que ora vivemos seja estancado e punido antes que o caos generalizado seja instaurado em nosso belo país e sua recuperação seja totalmente inviabilizada.*

Clica no link https://www.stm.jus.br/ouvidoria",1,,1
1416,1,"Acabou de sair um estudo da Universidade de Turim que mostra que os atingidos pelo covid tinham, em grande parte, carência de vitamina D.

Isso explicaria também o impacto da epidemia no auge do inverno no hemisfério norte, quando as populações tem a menor exposicão anual à luz do sol, que é fundamental p/ produzir a vitamina D.

https://torino.repubblica.it/cronaca/2020/03/26/news/coronavirus_studio_dell_universita_di_torino_assumere_piu_vitamina_d_per_ridurre_il_rischio_di_contagio-252369086/?ref=RHPPTP-BH-I252331136-C12-P3-S4.4-T1

Cientistas da Universidade de Turim recomendam tomar vitamina D para combater a pandemia de coronavírus.  O estudo dos professores de Geriatria, Giancarlo Isaia e Histologia, Enzo Medico, foi submetido aos membros da Academia de Medicina de Turim, que consideraram os primeiros resultados ""muito interessantes"".  O documento analisa as possíveis causas do contágio do Covid-19 e propõe a vitamina D certamente não como uma cura, mas como uma ferramenta para reduzir os fatores de risco.

 Os primeiros dados preliminares coletados atualmente em Turim indicam que os pacientes hospitalizados por Covid-19 têm uma prevalência muito alta de hipovitaminose D. ""A compensação por essa ampla deficiência de vitamina pode ser alcançada principalmente pela exposição à luz solar, tanto quanto possível, mesmo em varandas.  e terraços, alimentando-se de alimentos ricos em vitamina D e, sob supervisão médica, tomando medicamentos específicos "", afirmam os pesquisadores.

 A análise, também realizada seguindo as recomendações recentes da Associação Dietética Britânica, investigou o papel que a falta de vitamina D poderia desempenhar, o que na Itália afeta grande parte da população, especialmente os idosos, nessa pandemia.  No documento, os autores sugerem aos médicos, em associação com as conhecidas medidas gerais de prevenção, garantir níveis adequados de vitamina D na população "", mas sobretudo naqueles já infectados, em seus familiares, nos profissionais de saúde, em idosos frágeis,  nos hóspedes das residências assistenciais, nas pessoas em regime de clausura e em todos aqueles que, por várias razões, não se expõem adequadamente à luz do sol "".  Além disso, a administração da forma ativa de vitamina D, calcitriol, por via intravenosa em pacientes com coronavírus e com função respiratória particularmente comprometida também pode ser considerada.

 ""Essas indicações derivam de inúmeras evidências científicas - escrevem os professores - que demonstraram um papel ativo da vitamina D na modulação do sistema imunológico, a associação frequente da hipovitaminose D com inúmeras patologias crônicas que podem reduzir a expectativa de vida em idosos""  , ainda mais no caso da infecção por Covid-19, um efeito da vitamina D na redução do risco de infecções respiratórias de origem viral, incluindo aquelas causadas por coronavírus e a capacidade da vitamina D de neutralizar os danos pulmonares causados pela hiperinflamação "".",0,,1
1417,1,https://www.odefensorcosmearaujo.com.br/2020/04/05/casal-indiano-nomeia-filhos-recem-nascidos-de-corona-e-covid/,0,,
1418,1,Japoneses capturaram com uma camera muito poderosa como particulas do virus permanecem no ar transmitindo o virus. Veja até o fim. Nao saia sem mascaras. 👇👇,0,,1
1419,1,PUTA QUE PARIU. Viramos escravos DOS CHINESES.,1,,
1420,1,Segue orientações de como preparar as soluções diluídas a base de cloro (água sanitária). Nas próximas semanas teremos o pico de contaminações no Brasil e o CFQ resolveu preparar a animação para tentar barrar a entrada do coronavírus nas residências e alcançar mais pessoas!,0,,
1421,1,"Tentaram com a Amazônia em chamas, com a Marielle, com o porteiro do condomínio, com a avó da Michele, com a moça da banquinha de açaí, com o óleo venezuelano, com os palestinos, com o Queiroz, com a Joyce e o Frota, com o Mácron, com as igrejas, com a China, com a Intercept, com os robôs do WhatsApp, com o Maia, com a Globo, com o Alcolumbre, com o STF, com a imprensa, com os governadores do Nordeste, com o Witzel, com o Doria, com o Caiado, com o Centrão, com o jeito tosco, com os filhos, com o Bebiano, com os militares, com o relacionamento desgastado com os ministros, com os milicianos, etc etc etc...
Ou seja, a crise atual nada tem haver com o COVID 19 e as estratégias para combatê-lo.
Eles querem é derrubar o presidente pois com ele no poder Executivo ninguém mais consegue roubar o Brasil. Entendeu ou quer que desenhe?",1,,
1422,1,Blackberry Cylance expõe táticas chinesas de espionagem digital https://conexaopolitica.com.br/ultimas/blackberry-cylance-expoe-taticas-chinesas-de-espionagem-digital/,0,,
1423,1,"Em meio à grave crise do CORONAVÍRUS, o Congresso Nacional se recusou a abrir mão do dinheiro destinado ao fundo eleitoral para auxílio ao combate da pandemia. Como sempre esses sangue-sugas demonstram se importar apenas com os próprios interesses. Vamos assinar a petição pelo fechamento do Congresso Nacional!

https://peticaopublica.org/fechamento-congresso-nacional/",0,,
1424,1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/06/08/transmissao-de-covid-19-por-pacientes-sem-sintomas-parece-ser-rara-diz-oms.ghtml,0,,
1425,1,"*JÁ TENTARAM DE TUDO*!!!

- a vendedora de açaí

- a facada

- a urna eletrônica

- os robôs do WhatsApp 

- os robôs do Twitter 

- o STF

- o Bebiano

- os Laranjas

- o Queiroz 

- a Amazônia em chamas

- a Marielle 

- o porteiro do condomínio

- a avó da Michele,

- embaixada nos EUA

- o óleo venezuelano

- as praias do Nordeste

- os palestinos

- a Joyce

- o Frota

- o Macron

- a Greta

- o Papa

- a China

- o Intercept

- o Maia

- a Globo

- a imprensa ávida de $

- o Alcolumbre

- os governadores do nordeste

- o Witzel

- o Doria

- o Caiado

- o operador de retroescavadeira, ex-ministro da Educação 

- o Centrão

- os filhos

- intrigas com os ministros

- os militares

- o relacionamento com o Mourão 

- os milicianos

- o exame de corona vírus

- o contato com o povo

- a convocação para manifestações 

- a OMS

- o embaixador Chinês

- a PEC do Gilmar 
Mendes

- as liminares de Lewandowisk 

- as decisões ultrapetistas
de Alexandre Nosferatu de Moraes

- as investidas de Maia e Alcolumbre

- as tresloucadas do Joe Doriana

- as MPs que Maia não pauta e perdem eficácia,
Ou seja, a crise política atual nada tem a ver com o COVID-19 e as estratégias para combater a pandemia.

O que querem mesmo é *derrubar o presidente Bolsonaro*, pois com ele no poder Executivo, *ninguém mais consegue roubar o Brasil*. 

E muita gente vai ter suas negociatas encerradas, como aquela TV. 

Manifestação via Facebook, WhatsApp e demais redes.

Atenção Patriotas!!!

Esta manifestação nasceu em Ribeirão Preto/SP, e é muito importante que isso seja mencionado, quando do repasse dessa mensagem. Explico o porque: caso ela chegue ao município de Macapá, o irmão patriota de lá saberá que ela atravessou o país inteiro e, será quase tão eficaz quanto as manifestações de rua.

Achávamos que a guerra havia acabado, mas nos enganamos. 

Não acabou, não! 

O presidente Jair Bolsonaro vai precisar muito do nosso apoio, de todas as formas possíveis.

O mimimi e o chororô esquerdista, com artistas ruanetistas milionários, os quais estão desesperados com o fim das mordomias e a vida fácil, vai ser uma constante. 

Portanto, a nossa reação também tem que ser de igual ou maior intensidade, contra essa idéia da política do império romano de ""panem et circenses"".

“Fernanda Lima e Pedro Cardoso” falam mal dos eleitores de Bolsonaro, morando lá nos EUA e em Portugal, respectivamente.

Parece que a palavra “hipocrisia” não existe no dicionário deles. 

Felipe Neto, descaradamente, anuncia que vai começar a destilar veneno ideológico sobre as crianças, seus ingênuos seguidores no YouTube. 

Paulo Pimenta, canalha, “et caterva” tentam desmoralizar junto aos organismos internacionais do tipo da ONU, o presidente eleito e os ministros indicados. Grupos de jornalistas socialistas de i-phone, revoltadinhos de cabelo roxo e piercing na sobrancelha, alocados em órgãos de *imprensa falaciosa* e em grupos comprados, como *UOL, Globo, Folha , Valor econômico, Veja, Exame* e etc,”inventam, cada vez mais, mentiras deslavadas e calúnias contra Bolsonaro” a e seus eleitores, NÓS O POVO PATRIOTA!

Brigue, meu amigo! 

Não deixe isso correr quieto... 

É sabido que a Venezuela chegou àquele estado caótico e assassino, por conta da alienação e omissão absoluta dos seus cidadãos. 

O povo de lá dormiu!!!! 

Quando acordou era tarde demais... 

Já estava nas mãos de comunistas corruptos genocidas. 

Agora a sua reconstrução levará décadas...

Você que é responsável, ama a sua família e o seu país, não se envergonhe, repasse à todos que puder! 

E, *principalmente boicote à tudo o que vier da esquerda*! 

*Peças de teatro, shows, exposições de arte, canais de TV, programas, literatura, produtos, incluindo a não compra de patrocinadores da esquerda*.

Mostremos a nossa força, unidos somos fortes! 

O bem tem de prevalecer sobre o mal!

Quando essa mensagem chegar a um irmão patriota do Nordeste, ele vai saber também que o país inteiro está apoiando a mudança em sua região e agora ela se tornará produtiva e próspera. 

Saberá que os seus rincões sairão do jugo cruel e desumano dos coronéis da seca, os quais vem há décadas escravizando o seu povo, sem um pingo de dó.

**Façamos esta mensagem circular e alcançar a todo cidadão brasileiro**,
**Autoridades, políticos, religiosos e inclusive os artistas!**

Até ao próprio Presidente, pra ele saber que pode contar com o nosso apoio.

MULTIPLIQUE!!! 
REPASSE E REPASSE!!!

Essa ação acaba sendo mais um reforço eficaz para apoiar todas as manifestações de rua que ocorreram e que ainda deverão ocorrer. 

*Brasil acima de tudo e Deus acima de todos*! 🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",1,,
1426,1,"Veja a Sabedoria de um médico de 90 anos de São José dos Campos-SP ....um remédio eficaz, bom e barato para ajudar no tratamento da Corona. Dr.José de Castro Coim ra",1,,1
1427,1,https://gazetabrasil.com.br/especiais/coronavirus/covid-19-brasil-tem-quase-metade-da-populacao-infectada-recuperada/,0,,
1428,1,"“Este foi o texto mais pesado, sério, verdadeiro e preocupante, dentre tantos outros que me chegam via internet!
*Parabéns para Carlos José Ribeiro, pelo seu texto e sua coragem*”

STF - OS EUNUCOS MORAIS - 
CARLOS JOSÉ RIBEIRO DO VAL

Somente daqui a alguns anos a nação brasileira vai entender o tamanho do dano que o Supremo Tribunal Federal está fazendo com esse país. 

E estão fazendo isso por diversas razões. Uma delas é porque são um bando de egocêntricos apátridas embriagados pelo poder, psicologicamente imaturos, e que não tem grandeza moral para desempenharem o papel de juízes. 

Eles são aproveitadores das benesses e das carcaças de um país apodrecido pela corrupção, cujos políticos ladrões são amparados pelo foro privilegiado, pela lentidão planejada da justiça, e pela fraqueza moral que impera principalmente naquela corte. 

São coadjuvantes da destruição de uma democracia que começava a despontar, hipócritas de um teatro macabro, vassalos da criminalidade. Esse fantasma vai seguramente assombrar os seus descendentes, mas nem isso os afeta. 

Ao invés de guardiães da Constituição como se arvoram, são os prostitutos constitucionais, estafetas da imoralidade e da desesperança, gigolôs do poder absoluto da contravenção, e dos seus defensores feitos milionários pelo dinheiro do crime vindo dos cofres públicos.  

Eles não sabem o que é construir uma nação. Eles se dobram a um líder corrupto, bêbado, vendedor de ilusões, e entregador de desgraças, que quebrou o país e as suas instituições. 

Esses supostos juízes são mais baixos que os desinformados que votam no ilusionista pigmeu, amoral e analfabeto. Eles são cúmplices do populismo devorador do progresso e do desenvolvimento. São verdadeiros assassinos da evolução civilizatória de um povo.  

Esses lenientes doentios, pretensos artistas eruditos de televisão, consumidos por uma vaidade injustificada com tintas de psicopatia, são os torpedeadores da esperança nacional. Os trejeitos efeminados de um deles, na tentativa de projetar uma grandeza inexistente revela a fraqueza moral e a vaidade desmedida. Os argumentos exagerados e mutantes do outro revela que Saulo Ramos tinha razão; é um juiz de merda. As mudanças de opinião de outro revela o caráter mercantilista de sua personalidade e o DNA coronelista que não consegue disfarçar. A necessidade de outro de agradecer o emprego arrumado pela mãe, através da amizade com a mulher do presidente ultrapassa todos os limites, chega a ser patética, se não fosse trágica, o seu clamor por generosidade para com o corrupto condenado. Outro, advogado partidário, não precisaria estar lá, bastaria enviar o voto pelo correio, pois todos os brasileiros já sabem como vai votar. É um voto partidário, a favor da criminalidade. 

Essa corte é o próprio retrato de Sodoma e Gomorra, chegamos ao fim dos tempos. 

Depois de Lula, eles vão libertar Cabral, Cunha, Geddel, Palocci, Beira-Mar, só para mencionar uns poucos. Esses exploradores do lenocínio político que se tornou a nossa nação transformaram a Suprema Corte em guardiã do assalto aos cofres públicos, protetora das máfias partidárias, masturbadores persistentes das mazelas nacionais. 

A corja do STF é pior que Lula, Michel Temer, Palocci, Geddel, Lucio Vieira Lima, Renan Calheiros, Eduardo Cunha, Eliseu Padilha, Romero Jucá, Jader Barbalho, juntos. Esse pessoal só queria roubar a nação, eles tinham um propósito. Mas eles não tinham o poder de condenar a nação ao eterno inferno do subdesenvolvimento e da violência. 

Os políticos podem ser expulsos pelo voto, o que não é possível com os  “Kalifas do STF” que deveriam ser juízes em benefício do povo e não no próprio. Eles só podem ser retirados pelo Congresso, onde estão os corruptos que os colocaram lá.  

Eles tem o poder de condenar o país ao inferno do subdesenvolvimento, e decidiram fazer exatamente isso. O pequeno e frágil conjunto de regras da democracia é constantemente estuprado pelos parasitas supremos, para proteger criminosos famosos. Então eles são mais criminosos do que os criminosos que protegem. Quem defende bandido, bandido é. 

Veja-se a decisão da cassação da chapa Dilma-Temer, onde o Presidente na época prestou um serviço sujo ao seu mestre, deturpando a legislação e a constituição, para mostrar gratidão a quem lhe deu o emprego. Veja-se o outro soltando o amigo e parceiro de negócios do Rio, por diversas vezes seguidas. Aos amigos tudo, aos inimigos a Lei. E o outro que pediu vistas do caso do foro privilegiado, depois de já ter a maioria formada. É ou não é um agente do obscurantismo defendendo o interesse dos seus mestres. 

Os longos e hipócritas argumentos de proteção da constituição proferidos quando a televisão está filmando se esvaem quando, em lugar da proteção da constituição, entregam a cocaína da leniência populista e hipócrita para deleite dos saqueadores da nação. 

São todos muito iguais, nomeados pelos criminosos que deveriam julgar, parceiros nos crimes contra a nação. Eles são, da mesma forma que os corruptos, traidores da nação e dos brasileiros em geral. 

Diga-se por justiça, que não são todos iguais. A Corte faz uma maioria macabra, mas existem almas solitárias que se rebelam contra isso, em homenagem à própria consciência, mas são minoria.  

Essa corte poderia se chamar Supremo Tribunal da Fornicação, ou Tribunal da Eterna Prescrição. Ao longo da sua história, julgou menos de 5% dos processos que lá chegam. 

Vejam o caso de Renan Calheiros, com 11 processos e nenhum anda. Romero Jucá, Eliseu Padilha, Michel Temer, Lucio Vieira Lima, só para mencionar alguns nomes. Meu Deus, o Brasil não merece isso. Todos esse pessoal está protegido pelo STF. E agora o princípio Lula vai valer para todos. Os criminosos da Lava Jato vão estar todos soltos, desfrutando do saque dos últimos anos, e dividindo com os coadjuvantes dessa obra grotesca. 

Esses juízes não se importam se os seus nomes fizerem parte do esgoto da história. Eles querem o aqui e agora... que se dane o futuro. São hedonistas, amorais radicais, midiáticos embriagados, não se importam em ser vilões, desde que sejam remunerados adequadamente e estiverem na TV. O maior mercador da Corte se comporta como Primeiro Ministro e degusta da mesma forma o poder sobre o presidente e parlamentares enrolados, como do comando dos jagunços de Mato Grosso. Ele aprecia muito os dois papéis. Esse é o maior psicopata, que tem os políticos todos na mão, e sem nenhum pudor desfruta disso avassaladoramente. 

O que fazer? Precisamos no mínimo execrar esses personagens macabros da desgraça nacional. Ir para rua. Introduzir mais leis de iniciativa popular. Mudar a forma de indicar os juízes da Suprema Corte. Bandidos no Executivo, bandidos no Legislativo, e bandidos no Judiciário, todos se protegem, não farão leis que beneficiem o país, a não ser com pressão popular. 

Votem em pessoas que nunca estiveram lá. Vamos trocar todos. Só o povo na rua para acabar com esse incesto criminoso entre membros de todos os poderes. Vamos começar indo para rua , para tentar reverter o salvo conduto do molusco pinguço e doente.”

“(Nota: essa publicação tem autor e notoriedade pública)”

Agora, somente cabe a nós povo de bem; fazer circular, com a mais absoluta velocidade, tal qual à da luz, ok?",0,,1
1429,1,"Na China só foi feito o lockdown em uma única região com 11 milhões de habitantes, devido a um elevadíssimo número de casos. Sem perceber, o Brasil fez lockdown geral em todo o país, mesmo para regiões a mais de mil quilômetros das regiões com casos... https://t.co/QPWLQ2pUWF",1,,1
1430,1,"Como a atual Pandemia do Covid-19 está gerando muita ansiedade e medo pelo risco de contaminação, isolamento, desemprego e muita incerteza sobre o futuro. Esse e-book incrível vai te ajudar no controle das emoções nesse momento difícil, repleto de atividades e exercícios para que você possa colocar em prática e assim desenvolva equilíbrio emocional em meio ao caos. Vamos juntos?!
E-book disponível em https://www.najmapsico.com.br/covid-19/
Divulguem! Todos devem ficar em casa e podem ficar bem, com saúde emocional!",0,,
1431,1,https://relevante.news/comportamento/diretor-da-oms-e-lider-comunista-radical-corrupto-e-utiliza-coronavirus-para-arrecadar-bilhoes-denuncia-jornalista/?fbclid=IwAR0pQBRxvtXEUGhffNaL5T4hHeeLQ60W-IIkfqhgOktwDNUsMzdskDCkxtY,0,,
1432,1,"Dono da RBS, afiliada da Globo, cura Coronavírus com remédio defendido por Bolsonaro - https://www.jornaldacidadeonline.com.br/noticias/19554/dono-da-rbs-afiliada-da-globo-cura-coronavirus-com-remedio-defendido-por-bolsonaro",0,,
1433,1,Covid-19: Dono do Grupo RBS tem alta após usar cloroquina https://pleno.news/saude/coronavirus/covid-19-dono-do-grupo-rbs-tem-alta-apos-usar-cloroquina.html,0,,
1434,1,"Amados irmãos a paz do ETERNO repouse sobre vossos  corações  ! Nossa irmã do círculo de oração  está orientando a todas demais dirigentes, O que vou pedir é muito sério, satanás não está brincando de ser satanás.   Por amor de JESUS CRISTO ouçam amanhã é dia D  ou lutamos agora ou o Brasil será destruído.   Tem evangélicos querendo a queda do presidente do Brasil  porém não percebe que foi feito o mesmo na Venezuela leia história.   Pelo amor de Deus  o mau que vem é 10.000 vezes pior que o coronavirus.  Ouça por amor de JESUS o áudio para entender, existe uma perversidade por trás articulado na última reunião do diabólico, satânico e hediondo foro de São Paulo.",1,,
1435,1,"https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/06/11/40-dos-obitos-do-hospital-espanhol-nao-sao-por-coronavirus-diz-diretor.amp.htm?utm_source=facebook&utm_medium=social-media&utm_campaign=uol&utm_content=geral&__twitter_impression=true

_O diretor do maior centro de referência em tratamento de coronavírus no Estado da Bahia, o infectologista Roberto Badaró afirmou ontem que 40% dos óbitos registrados no Hospital Espanhol como covid-19 são decorrentes de outras enfermidades._

_""Eu vou dar um exemplo simples: *no Hospital Espanhol, 40% dos pacientes que eu recebo não têm covid. E morrem. E no atestado de óbito tá lá: covid*. Porque tem três campos no atestado de óbito. Ele vem com suspeita de covid, então entra na estatística. É preciso que se veja isso com bastante critério""._",0,,1
1436,1,A imbecil com pergunta mais imbecil ainda ... Que tem a ver o presidente com número de mortos de covid ??? Esse povo arruma cada hipocrisia pra tentar derrubar o presidente que me dá nojo,0,,1
1437,1,"https://youtu.be/uQllvcMJDZI

JAMAIS TOME VACINAS JAMAIS POR FAVOR REPASSEM ESTE VÍDEO COM A MAIOR URGÊNCIA .EU JA SEI DISTO A 20 ANOS .🇧🇷",1,,
1438,1,"Quem Concorda Cópia e Cola ...

Senhores políticos: 
Comunicamos que por razão de força maior, a partir de amanhã mesmo, nós, cidadãos  brasileiros, não poderemos continuar pagando seus salários.
Tal motivo se deve ao fato que seus serviços não foram enquadrados dentre aqueles considerados essenciais neste momento (nenhum dos senhores foi visto trabalhando nos hospitais, nem dirigindo caminhões, ônibus ou ambulâncias, nem repondo produtos nos supermercados).
Recomendamos que os senhores fiquem em quarentena até que a crise do Corona vírus passe, devido a má condução política desse momento de crise. 
Uma vez terminado o período de quarentena, analisaremos o trabalho profissional de vocês, um a um, para vermos se é necessário e se estamos em condições de renovar seus mandatos.
Visto que a arrecadação de impostos está diminuindo e esta é a fonte do pagamento de seus salários, auxílio paletó, auxílio moradia, auxílio educação, plano de saúde para os senhores e seus dependentes, diárias, cartão de crédito, produtos de beleza, carros oficiais, etc., nada mais justo que os senhores dêem assim sua parcela de contribuição durante essa crise.
Atenciosamente,
Os cidadãos brasileiros.

Quem concorda,copia e cola",1,,
1439,1,"Para mim, esse é o comentário mais inteligente que ouvi, até hoje, sobre o problema do covid 19.",0,,
1440,1,"📲 *Blog do Gustavo Negreiros, fique bem informado sem sair de casa, em tempo de coronavírus levamos a informação até você:*

Fátima Bezerra não tem compromisso com a saúde http://gustavonegreiros.com.br/2020/04/02/fatima-bezerra-nao-tem-compromisso-com-a-saude/",0,,
1441,1,"https://thegoodnewscoronavirus.com/

Esse site só posta notícias positivas a respeito do Covid-19. 
Um ótimo contraponto para tanta notícia ruim.",0,,
1442,1,Corona vírus?,0,,
1443,1,"A gente ouve falar o tempo todo sobre Wuhan em funcao do Covid-19 e acha que se trata de uma cidadezinha do interior ou de uma zona rural qualquer na China.
Deem uma olhada nesse video e muitos vao ficar de boca aberta.",0,,1
